id,date_found,score,source_type,company,role,location,remote,sponsorship,stack_match,board,url,salary_range,recruiter_name,recruiter_email,hiring_manager,hiring_manager_email,contact_email,status,notes
JOB-2026-08-08-195653-016,2026-08-08T19:57:04+00:00,4,main,Fullstack - AXS - LinkedIn,Lead Software Engineer,europe,unknown,yes,,linkedin,https://www.linkedin.com/jobs/view/lead-software-engineer-fullstack-axs-at-talentally-4450045530,N/A,,,,,,new,Employer does not offer work visa sponsorship for this position. · There is an onsite interviewing round required for this role.
JOB-2026-08-08-195653-017,2026-08-08T19:57:05+00:00,4,main,"B2B- AXS in Los Angeles, CA",AEG hiring Sr. Software Engineer,europe,unknown,unknown,.net core,linkedin,https://www.linkedin.com/jobs/view/sr-software-engineer-b2b-axs-at-aeg-4432113074,N/A,,,,,,new,"Strong experience with C# and .NET / .NET Core, or a Java background with willingness to work primarily in C#. Proven experience building and operating"
JOB-2026-08-08-195653-018,2026-08-08T19:57:05+00:00,3,main,LinkedIn,Lead Software Engineer – Departures & Compliance,europe,unknown,unknown,,linkedin,https://uk.linkedin.com/jobs/view/lead-software-engineer-%E2%80%93-departures-compliance-at-easyjet-4448196708,N/A,,,,,,new,The Lead Software Engineer is primarily a senior technical contributor with light leadership responsibilities. The role involves significant hands-on coding (
JOB-2026-08-08-195653-019,2026-08-08T19:57:06+00:00,4,main,C#/.NET (Remote) in Nigeria,Hire Feed hiring Backend Developer,remote,yes,unknown,,linkedin,https://ng.linkedin.com/jobs/view/backend-developer-c%23-net-remote-at-hire-feed-4448958012,N/A,,,,,,new,"Payout: $30 - $55/hour. The role involves developing and maintaining backend services using C# and .NET technologies. FinTech (Remote) Software … $230,000 - $"
JOB-2026-08-08-195653-020,2026-08-08T19:57:06+00:00,4,main,OnHires - LinkedIn,Senior .NET Engineer (Payment Platform),remote,yes,unknown,,linkedin,https://www.linkedin.com/jobs/view/senior-net-engineer-payment-platform-at-onhires-4449650959,N/A,,,,,,new,Fintech & AI-assisted | Remote | Full-time a high-load payment platform … solving complex backend problems and building systems. Remote) Senior Backend Engineer
JOB-2026-08-08-195653-021,2026-08-08T19:57:06+00:00,3,main,Intellibus - LinkedIn,Staff Software Engineer – .NET,remote,unknown,unknown,,linkedin,https://www.linkedin.com/jobs/view/staff-software-engineer-%E2%80%93-net-at-intellibus-4449175223,N/A,,,,,,new,"FinTech Firms. Build enterprise-grade backend systems using C# and .NET. Have 12+ years of software engineering experience. $138,000 - $178,000 27 minutes ago."
JOB-2026-08-08-195653-022,2026-08-08T19:57:07+00:00,4,main,LinkedIn,Backend Software Engineer (C#/.NET),remote,yes,unknown,,linkedin,https://www.linkedin.com/jobs/view/backend-software-engineer-c%23-net-at-methodic-4450054038,N/A,,,,,,new,"5+ years of software development experience with strong proficiency in C# and the .NET ecosystem. Backend (Remote) $145,000 - $175,000 4 months ago"
JOB-2026-08-08-195653-023,2026-08-08T19:57:07+00:00,4,main,Remote | LATAM - LinkedIn,Senior Backend Engineer (.NET Core),remote,yes,unknown,.net core,linkedin,https://www.linkedin.com/jobs/view/senior-backend-engineer-net-core-remote-latam-at-allied-global-technology-services-4449080404,N/A,,,,,,new,"Senior Backend Engineer (.NET Core) | Remote | LATAM. Remote from: Mexico, Peru, Argentina, Guatemala, Honduras, or Colombia. Spanish & B2+ English Required."
JOB-2026-08-08-195653-024,2026-08-08T19:57:07+00:00,4,main,Remote Work | REF#299941 - LinkedIn,Full Stack Engineer (.NET),remote,yes,unknown,".net core, clean architecture",linkedin,https://co.linkedin.com/jobs/view/full-stack-engineer-net-remote-work-ref%23299941-at-bairesdev-4449400009,N/A,,,,,,new,Ensure system reliability and performance through clean architecture and software engineering best practices. #/.NET Core and ASP.NET. 100% remote work (from
JOB-2026-08-08-195653-025,2026-08-08T19:57:07+00:00,4,main,Hcltech,HCLTech hiring Solution Architect – Legacy Portal (.NET) in Canada,remote,yes,unknown,clean architecture,linkedin,https://ca.linkedin.com/jobs/view/solution-architect-%E2%80%93-legacy-portal-net-at-hcltech-4448571069,N/A,,,,,,new,"Legacy Portal (.NET) Base pay range CA$90,000.00/yr. Clean Architecture Layered Architecture. Lead Software Developer (Remote)"
JOB-2026-08-08-195653-026,2026-08-08T19:57:07+00:00,4,main,"All LatAm, remote - LinkedIn",Senior .NET MAUI Engineer,remote,yes,unknown,clean architecture,linkedin,https://mx.linkedin.com/jobs/view/senior-net-maui-engineer-all-latam-remote-at-oceans-code-experts-4449676346,N/A,,,,,,new,"Follow mobile architecture patterns such as MVVM and Clean Architecture. Ensure mobile application lifecycle, performance, security, and error handling are"
JOB-2026-08-08-195653-027,2026-08-08T19:57:07+00:00,4,main,C#/.NET (Remote) - LinkedIn,Backend Developer,remote,yes,unknown,,linkedin,https://ar.linkedin.com/jobs/view/backend-developer-c%23-net-remote-at-hire-feed-4448865318,N/A,,,,,,new,"Develop, test, and deploy backend services and APIs using C# and .NET. Write clean, maintainable, and well-documented code following best practices."
JOB-2026-08-08-195653-028,2026-08-08T19:57:07+00:00,3,main,Canada - Remote - LinkedIn,Sr Dot Net Developer,remote,yes,unknown,,linkedin,https://ca.linkedin.com/jobs/view/sr-dot-net-developer-canada-remote-at-relq-technologies-4450276768,N/A,,,,,,new,"This role is ideal for someone who enjoys solving complex problems, writing clean code, and taking full ownership of their work including testing and quality."
JOB-2026-08-08-195653-029,2026-08-08T19:57:07+00:00,4,post,Zest India IT Services Pvt. Ltd | 67 comments,#hiring #dotnetdeveloper #walkindrive #jobopening #zestindia,remote,unknown,unknown,".net core, sql server, rest api",linkedin,https://www.linkedin.com/posts/zest-india-it-services-pvt-ltd_hiring-dotnetdeveloper-walkindrive-activity-7371534931962880000-VJVu,N/A,,,,,,new,💻 We’re Hiring – .Net Developers (0–3 Years Experience) Zest India IT Services Pvt. Ltd. is inviting talented .Net Developers to join our team. 📅 Walk-In / Interview Date: 14th September 2025 💼 Experi...
JOB-2026-08-08-195653-030,2026-08-08T19:57:07+00:00,4,post,LinkedIn,Kaustubh Hulke's Post,remote,unknown,unknown,,linkedin,https://www.linkedin.com/posts/kaustubh-hulke-b94876124_hiring-dotnetdeveloper-dotnetjobs-activity-7488976758742900736-uk3J,N/A,,,,,,new,We're Hiring | .NET Developer (Fresher) INFOLINK SERVICES is looking for passionate and enthusiastic .NET Developer Freshers who are eager
JOB-2026-08-08-195653-031,2026-08-08T19:57:07+00:00,3,post,LinkedIn,Charmaine Thum's Post,remote,unknown,unknown,,linkedin,https://www.linkedin.com/posts/charmainethum_hiring-dotnetdeveloper-fullstackdeveloper-activity-7486270685942824960-Rth2,N/A,,,,,,new,What we're looking for: ✓ 5+ years' full-stack development experience ✓ Strong .NET ... hiring #dotnetdeveloper #fullstackdeveloper
JOB-2026-08-08-195653-032,2026-08-08T19:57:07+00:00,3,post,LinkedIn,FirstCall HR's Post,remote,unknown,unknown,,linkedin,https://www.linkedin.com/posts/firstcallhr_hiring-dotnetdeveloper-fullstackdeveloper-activity-7488950272136761344-jTHK,N/A,,,,,,new,We're Hiring | Custom Software Engineer – .NET Full Stack Development We're looking for a passionate .NET Full Stack Developer with an
JOB-2026-08-08-195653-033,2026-08-08T19:57:07+00:00,3,post,LinkedIn,Eshwari Solanke's Post,remote,unknown,unknown,,linkedin,https://www.linkedin.com/posts/eshwari-solanke-475bb3309_hiring-nowhiring-seniordotnetdeveloper-activity-7491092668664639488-yvPA,N/A,,,,,,new,writing clean code? We're looking for a skilled .NET Developer to ... Hiring #NowHiring #SeniorDotNetDeveloper #DotNetDeveloper #CSharp
JOB-2026-08-08-195653-034,2026-08-08T19:57:07+00:00,3,post,Travel Technology Company's Post - LinkedIn,IT4T Solutions,remote,unknown,unknown,,linkedin,https://www.linkedin.com/posts/it4tsolutions_hiring-dotnetdeveloper-dotnetjobs-activity-7489945867097960448-8yI6,N/A,,,,,,new,We're Hiring .NET Developers! Looking for your next career move? This could be the opportunity you've been waiting
JOB-2026-08-08-195653-035,2026-08-08T19:57:07+00:00,3,post,stack developers? | Noothan a.m posted on the topic | LinkedIn,Why are companies hiring only full,remote,unknown,unknown,,linkedin,https://www.linkedin.com/posts/noothanam_why-are-companies-only-hiring-full-stack-activity-7324333991057113088-4dO-,N/A,,,,,,new,"value end-to-end. 💬 If you're hiring or becoming one, ask yourself: Do you want a Swiss army knife or someone who knows which tool to use and when? #FullStack #SoftwareDevelopment #CareerInTech #WebDe..."
JOB-2026-08-08-195653-036,2026-08-08T19:57:07+00:00,3,post,LinkedIn,EchoLogyx Ltd's Post,remote,unknown,unknown,,linkedin,https://www.linkedin.com/posts/echologyx_hiring-seniorfullstackengineer-dotnet-activity-7490393052616953856-5hW6,N/A,,,,,,new,"We're Hiring: Senior Full Stack Engineer (.NET) We're looking for a ... Manash Dholey. Sr. Software Engineer | Expertise in ASP.NET, ASP.NET"
JOB-2026-08-08-195653-037,2026-08-08T19:57:07+00:00,4,post,time | Nazeeb Alookaran,We're Hiring: Senior .NET Developer (Full,remote,unknown,unknown,".net core, azure, ci/cd, microservices",linkedin,https://www.linkedin.com/posts/nazeebam_were-hiring-senior-net-developer-full-time-activity-7488532966424522753-zOrA,N/A,,,,,,new,Principle Software Engineer (.Net) | Gen AI | Full Stack Engineer | .Net Core | CI/CD | Microservices | C# | Azure | Asp.net | Javascript |
JOB-2026-08-08-195653-038,2026-08-08T19:57:07+00:00,4,post,LinkedIn,Kamlesh Gupta's Post,remote,yes,unknown,,linkedin,https://www.linkedin.com/posts/kamlesh-gupta-150999381_hiring-infosys-dotnetdeveloper-activity-7486019825924808704-HmRG,N/A,,,,,,new,We're Hiring | .NET Developer | Infosys USA | Remote Looking for your next .NET opportunity? Infosys is hiring .NET Developers for remote
JOB-2026-08-08-195653-039,2026-08-08T19:57:07+00:00,4,post,LinkedIn,Rabiya D.'s Post,remote,unknown,unknown,.net core,linkedin,https://www.linkedin.com/posts/rabiya-dar-3716ab10b_hiring-dotnetdeveloper-fullstackdeveloper-activity-7491206870330707968-5riI,N/A,,,,,,new,"We're Hiring: Senior Full Stack .NET Developer Location ... What we're looking for: ✓ Strong experience with C#, .NET Core/.NET"
JOB-2026-08-08-195653-040,2026-08-08T19:57:07+00:00,4,post,LinkedIn,Confused by .NET Core Experience Question in Job Apps,remote,unknown,unknown,.net core,linkedin,https://www.linkedin.com/posts/umersami_dotnet-softwareengineering-recruitment-activity-7480667252548108288-_i1u,N/A,,,,,,new,"... asp.net, c#, c#.net, AI.net ??? . ... NET Developer exploring new opportunities, or a hiring manager looking to grow your team, let's connect."
JOB-2026-08-08-195653-041,2026-08-08T19:57:08+00:00,4,main,Software & Web Development,Jobs in IT,gulf,unknown,unknown,,gulftalent,https://www.gulftalent.com/home/canPositions-ViewList-s-frame.php?page=9&num_pages=25&name_flag=&from_search=1&jobcat=42&industry=&frmPositionCountry=&pastdate=&from_possearch=&pos_ref=&gtp=16215,N/A,,,,,,new,"| Position | Recruiter | Location | Date |
 ---  --- |
| Senior .NET Developer | Vodafone Qatar | Cairo | 24 Jul 2026 |
| Integration Support Engineer | Vodafone Qatar | Cairo | 24 Jul 2026 |
| Billin..."
JOB-2026-08-08-195653-042,2026-08-08T19:57:12+00:00,4,main,Nelnet Community Engagement,"Remote Full Stack C# Software Engineer (💰~$115k, Remote-US)",remote,yes,unknown,sql server,remoteok,https://remoteok.com/remote-jobs/109379-remote-full-stack-c-software-engineer-nelnet-community-engagement,N/A,,,,,,new,"| Nelnet Community Engagement | Full Stack C# Software Engineer 🎈 closed  Nelnet Community Engagement  💰 $90k - $140k | C Plus Plus    Full Stack    C Sharp |  |  | [...] to other engineers, coaches a..."
JOB-2026-08-08-195653-043,2026-08-08T19:57:12+00:00,5,main,Ko,Remote Full Stack Developer (💰~$91k),remote,yes,unknown,"entity framework, sql server, azure",remoteok,https://remoteok.com/remote-jobs/84488-remote-full-stack-developer-ko-fi,N/A,,,,,,new,"and you will be eager to deploy your work. You test enough to be confident, but you don’t procrastinate.\n\n### \\The Tech Stack\\ \nWe use new technologies wherever it makes sense, but the core stack..."
JOB-2026-08-08-195653-044,2026-08-08T19:57:14+00:00,4,main,Unknown,"Principal Software Engineer, Back End",remote,unknown,unknown,azure,google,https://job-boards.greenhouse.io/cdbabyjobs/jobs/8676355002,N/A,,,,,,new,"In the near term, you will help us complete a full platform migration from on-premises infrastructure to the Azure cloud — the foundation our customer experience will be built on for years to come. Be..."
JOB-2026-08-08-195653-045,2026-08-08T19:57:14+00:00,3,main,Auctane,Job Application for Senior Backend Software Engineer,remote,unknown,unknown,,google,https://job-boards.greenhouse.io/auctane/jobs/7817425003,N/A,,,,,,new,"About the role

We're seeking an experienced Senior Backend Engineer to join our engineering team. In this role, you'll architect and build scalable backend systems that power our applications, workin..."
JOB-2026-08-08-195653-046,2026-08-08T19:57:14+00:00,4,main,Betsson Group,Job Application for Player Management - Backend Software Engineer,remote,unknown,unknown,"docker, microservices",google,https://job-boards.greenhouse.io/betsson/jobs/8088294,N/A,,,,,,new,"## The Wow

Our Product Development organisation spans across 5 locations, with the most creative teams in the industry! If you are passionate about the latest technologies and can handle mission-crit..."
JOB-2026-08-08-195653-047,2026-08-08T19:57:14+00:00,4,main,Pharo Management,Jobs,remote,unknown,unknown,,google,https://job-boards.greenhouse.io/pharomanagement/jobs/7823805003,N/A,,,,,,new,"| Job |

| Portfolio Manager  London, England, United Kingdom |
| Portfolio Manager  Hong Kong |
| Portfolio Manager  New York, United States |
| Portfolio Manager  Abu Dhabi |

Job

Portfolio Manager..."
JOB-2026-08-08-195653-048,2026-08-08T19:57:14+00:00,3,main,Cloudflare — Open Positions,Careers,remote,unknown,unknown,,google,https://job-boards.greenhouse.io/cloudflare/jobs/7465217,N/A,,,,,,new,"Expanding across the Middle East and Africa — new roles opening every month.

Our Asia-Pacific hub. Fully distributed roles mean you can work from anywhere in-country.

Engineering, product, and go-to..."
JOB-2026-08-08-195653-049,2026-08-08T19:57:15+00:00,4,main,.NET Developer / L3 Application Support Engineer,Distro,remote,unknown,unknown,sql server,google,https://jobs.lever.co/distro/38e3da19-e9b0-4023-8009-3b6bff02592c,N/A,,,,,,new,You will be the primary point of contact for L3 application support on our web-based platforms — owning issues through to resolution rather than routing them onward. Diagnosing and troubleshooting com...
JOB-2026-08-08-195653-050,2026-08-08T19:57:15+00:00,3,main,Senior .NET Developer,Qualysoft,remote,unknown,unknown,,google,https://jobs.lever.co/qualysoft/4311a056-4de6-4bec-9006-fd3bcd54017b?lever-source=Indeed,N/A,,,,,,new,"Qualysoft logo

## Senior .NET Developer

### Responsibilities

### Qualifications

\We are an equal opportunity employer and value diversity. All employment decisions are made without regard to age, ..."
JOB-2026-08-08-195653-051,2026-08-08T19:57:15+00:00,4,main,Senior Back End Developer (C#),Access Softek,remote,unknown,unknown,".net core, sql server, microservices",google,https://jobs.lever.co/accesssoftek/9a295e37-f82f-43a4-a985-7b81e47db172,N/A,,,,,,new,"You will work with C# .NET Core, .NET Framework 4.8, MS SQL Server, RabbitMQ, and REST, partnering closely with product managers, QA engineers, and front-end developers in a distributed team. AI-assis..."
JOB-2026-08-08-195653-052,2026-08-08T19:57:15+00:00,3,main,Software Developer I - hybrid in Glendale AZ  [SD1-2026-08],Agate Software,remote,unknown,unknown,,google,https://jobs.lever.co/agatesoftware/60c278e1-9b47-4ba9-8961-0e0cf41e0739,N/A,,,,,,new,"Complete assigned tasks within estimated timeframes, requiring minimal rework. 

Deliver low- to medium-complexity tasks independently. 

Participate actively in Agile rituals, estimation, and team ce..."
JOB-2026-08-08-195653-053,2026-08-08T19:57:15+00:00,3,main,Senior Software Engineer (.NET + TypeScript),Zartis,remote,unknown,unknown,,google,https://jobs.lever.co/zartis/a2d368f5-37a8-41eb-930e-39d5baab4781,N/A,,,,,,new,You will be part of a distributed team developing new technologies to solve real business problems. Our client builds intelligent digital solutions to simplify the distribution of complex resources an...
JOB-2026-08-08-195653-054,2026-08-08T19:57:15+00:00,3,main,Myworkdayjobs.com,Full Stack Developer,remote,unknown,unknown,,google,https://amat.wd1.myworkdayjobs.com/en-US/External/job/BangaloreIND/Full-Stack-Developer_R2624981,N/A,,,,,,new,We are looking for an ASP.NET MVC developer that will be able to develop and support existing and new applications. Delivering high-quality web and windows
JOB-2026-08-08-195653-055,2026-08-08T19:57:15+00:00,4,main,Myworkdayjobs.com,Software Developer,remote,unknown,unknown,"asp.net core, .net core, rest api",google,https://seaworldentertainment.wd1.myworkdayjobs.com/en-US/SEA/job/Software-Developer_JR134603,N/A,,,,,,new,"Build and maintain secure, scalable backend services and REST APIs using C#/.NET and ASP.NET Core. Connect front-end applications with backend services, APIs,"
JOB-2026-08-08-195653-056,2026-08-08T19:57:15+00:00,4,main,AI/ML,Software Applications Developer/Programmer III,remote,unknown,unknown,"asp.net core, .net core",google,https://tamus.wd1.myworkdayjobs.com/en-US/System-wide_External/job/Software-Applications-Developer-Programmer-III---AI-ML_R-095952-2,N/A,,,,,,new,"Develop, modify, debug, test, deploy, and maintain C#/.NET, JavaScript, Python, and web-based applications. Train, optimize AI/ML models. ASP.NET Core,"
JOB-2026-08-08-195653-057,2026-08-08T19:57:15+00:00,4,main,"Full Stack (.NET , React) , D&M",Senior Technical Consultant,remote,unknown,unknown,"asp.net core, .net core",google,https://autodesk.wd1.myworkdayjobs.com/en-US/Ext/job/Senior-Technical-Consultant---Full-Stack--NET---React----D-M_26WD100128,N/A,,,,,,new,"4+ years of experience in the web and cloud technology domain Strong experience in C#, .NET, and ASP.NET Core application development. Experience in Agile"
JOB-2026-08-08-195653-058,2026-08-08T19:57:24+00:00,4,freelance,مستقل,تطوير backend ل mobile app&dashboard,arabic,unknown,unknown,,mostaql,https://mostaql.com/project/1222934-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-backend-%D9%84-mobile-appdashboard,N/A,,,,,,new,"تبليغ عن محتوى

السلام عليكم اطلعت على تفاصيل مشروعكم وفاهم كويس إنكم محتاجين مبرمج Backend يكون أمين ويكمل الشغل باحترافية، وده شيء أنا بقدره جدا. أنا Backend Developer بخبرة ...

 

##### Ahmed E.  ..."
JOB-2026-08-08-195653-059,2026-08-08T19:57:24+00:00,4,freelance,مستقل,تطوير موقع Backend بـ PHP,arabic,unknown,unknown,,mostaql,https://mostaql.com/project/1236871-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%85%D9%88%D9%82%D8%B9-backend-%D8%A8%D9%80-php?bid=9813514,N/A,,,,,,new,"مصمم ويب
 لم يحسب

 تبليغ عن محتوى

واضح إنك محتاج Backend منظم يشمل تسجيل دخول آمن ولوحة تحكم تقدر من خلالها تدير البيانات بسهولة، مع API بسيط يربط النظام بأي واجهة تانية. أقدر أبني لك النظام باس...
..."
JOB-2026-08-08-195653-060,2026-08-08T19:57:24+00:00,3,freelance,Channel) | مستقل,مطور Backend لبناء نظام AI Assistant متكامل (Multi,arabic,unknown,unknown,,mostaql,https://mostaql.com/project/1224264-%D9%85%D8%B7%D9%88%D8%B1-backend-%D9%84%D8%A8%D9%86%D8%A7%D8%A1-%D9%86%D8%B8%D8%A7%D9%85-ai-assistant-%D9%85%D8%AA%D9%83%D8%A7%D9%85%D9%84-multi-channel?bid=9707643,N/A,,,,,,new,"1. الرئيسية
2. المشاريع
3. ذكاء اصطناعي وتعلم الآلة

# مطور Backend لبناء نظام AI Assistant متكامل (Multi-Channel)

ذكاء اصطناعي وتعلم الآلة 

أضف مشروع مماثل

## بطاقة المشروع

حالة المشروع

تاريخ ال..."
JOB-2026-08-08-201234-001,2026-08-08T20:12:37+00:00,4,main,C#/.NET (Remote) in APAC,Hire Feed hiring Backend Developer,remote,yes,unknown,,linkedin,https://www.linkedin.com/jobs/view/backend-developer-c%23-net-remote-at-hire-feed-4451066634,N/A,,,,,,new,Role: Backend Developer - C#/.NET (Remote) · Location: Remote (Work from Anywhere) · Job Type: Contract · Payout: $30 - $55/hour.
JOB-2026-08-08-201234-002,2026-08-08T20:12:38+00:00,4,main,LinkedIn,"Trident Consulting hiring Dotnet Developer in Dallas, TX",remote,yes,unknown,,linkedin,https://www.linkedin.com/jobs/view/dotnet-developer-at-trident-consulting-4450786625,N/A,,,,,,new,"Trident Consulting is seeking a "".Net Developer"" for one of our clients in ""Remote"" Remote Type: Contract(W2 Only) Rate: $35-$40/hr on W2. Strong hands-on"
JOB-2026-08-08-201234-003,2026-08-08T20:12:39+00:00,4,main,LinkedIn,Quik Hire Staffing hiring .NET Engineer (Remote) in EMEA,remote,yes,unknown,,linkedin,https://www.linkedin.com/jobs/view/net-engineer-remote-at-quik-hire-staffing-4451043615,N/A,,,,,,new,".NET Engineer (Remote)Location: Contract Payout: $30 - $90/hour. The role involves developing and maintaining .NET applications, with .NET Framework …"
JOB-2026-08-08-201234-004,2026-08-08T20:12:39+00:00,4,main,LinkedIn,Senior .NET Backend Integration Developer,remote,unknown,unknown,".net core, azure",linkedin,https://www.linkedin.com/jobs/view/senior-net-backend-integration-developer-at-xforia-global-talent-technology-solutions-4450382594,N/A,,,,,,new,"We're looking for a Lead .NET/Azure Integration Developer with strong HRIS experience to lead hands-on development across C#, .NET Core, Azure Functions, APIs,"
JOB-2026-08-08-201234-005,2026-08-08T20:12:40+00:00,3,main,LinkedIn,"GDH hiring .NET Developer in Montgomery, AL",remote,unknown,unknown,,linkedin,https://www.linkedin.com/jobs/view/net-developer-at-gdh-4450502439,N/A,,,,,,new,A mid-level .NET developer with mainframe experience is sought to support and enhance enterprise applications within a complex hybrid environment. Pay Range: $
